fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original
170905,Greek Fruit Yogurt,Dairy and Egg Products,100.0,12.29,10.0,14.3,0.019,106.0,1.599,0.0,0.0,0.0,0.005,0.0,10.0,0.036,0.205,0.394,109.0,113.0,7.33,0.235,0.0096,37.0,12.0,0.046,3.0,0.046,0.0005,0.049,0.0,0.0,0.07,0.0003,76.81,0.41,Drink,Mediterranean,True,"Yogurt, Greek, fruit, whole milk"
170907,Vanilla Greek Yogurt,Dairy and Egg Products,100.0,9.54,5.0,33.4,0.018,95.0,1.465,0.0,0.0,0.0,0.009,0.04,10.0,0.008,0.201,0.386,119.0,123.0,8.64,0.24,0.0097,40.0,9.54,0.038,2.5,0.11,0.00064,0.05,0.0,0.0009,0.02,0.0002,78.76,0.46,Snack,Mediterranean,True,"Yogurt, Greek, vanilla, lowfat"
170908,Lowfat Frozen Yogurt,Dairy and Egg Products,200.0,21.0,45.0,16.0,0.006,139.0,1.509,0.0,0.0,0.0,0.003,0.0,7.0,0.0,0.049,0.0,62.0,108.0,8.0,0.125,0.0013,45.0,21.0,0.028,2.5,0.034,5e-05,0.028,0.0,0.0,0.06,0.0002,68.08,0.19,Snack,Western,True,"Yogurt, frozen, flavors other than chocolate, lowfat"
170910,Low-Fat Chocolate Milk,Dairy and Egg Products,122.0,7.68,5.0,15.2,0.018,57.0,0.616,0.036,0.0,0.0,0.005,0.16,13.0,0.021,0.122,0.467,98.0,168.0,3.43,0.225,0.0019,66.0,7.29,0.035,1.04,0.096,0.0002,0.05,0.0,0.0015,0.0,0.0001,87.09,0.46,Drink,Western,True,"Milk, chocolate, lowfat, reduced sugar"
171005,Russian Salad Dressing,Fats and Oils,13.0,31.9,0.0,4.6,0.058,355.0,2.39,0.17,0.7,0.0,0.005,0.6,10.0,0.063,0.594,0.4,20.0,173.0,0.69,0.046,0.0016,1133.0,17.68,0.029,26.18,0.029,0.0,0.097,6.0,0.0,3.32,0.0537,38.53,0.22,Side Dish,Western,True,"Salad dressing, russian dressing"
171006,Sesame Seed Salad Dressing,Fats and Oils,19.0,8.6,0.0,4.0,0.0,443.0,6.2,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,37.0,157.0,3.1,0.0,0.0016,1000.0,8.32,0.0,45.2,0.002,0.0,0.0,0.0,0.0,5.0,0.056,39.2,0.1,Side Dish,Asian,True,"Salad dressing, sesame seed dressing, regular"
171007,Low-Calorie Russian Dressing,Fats and Oils,19.0,27.6,6.0,4.6,0.01,141.0,0.6,0.0,0.3,0.0,0.003,0.6,0.0,0.0,0.002,0.135,37.0,157.0,0.5,0.013,0.0016,868.0,21.87,0.007,4.0,0.002,0.00012,0.009,6.0,0.0,0.4,0.0067,65.0,0.1,Side Dish,Western,True,"Salad dressing, russian dressing, low calorie"
171008,Reduced Fat Thousand Island Dressing,Fats and Oils,27.0,24.06,11.0,16.0,0.0,195.0,0.746,0.0,1.2,0.0,0.0,0.9,7.0,0.12,0.437,0.0,14.0,202.0,0.83,0.043,0.0,955.0,17.31,0.049,11.32,0.016,0.0,0.0,1.5,0.0,1.0,0.0276,60.73,0.19,Side Dish,Western,True,"Salad dressing, thousand island dressing, reduced fat"
171009,Regular Mayonnaise,Fats and Oils,8.0,0.57,42.0,34.2,0.019,680.0,11.703,0.187,0.0,0.0,0.005,0.21,1.0,0.007,0.0,0.172,21.0,20.0,0.96,0.019,0.0023,635.0,0.57,0.01,74.85,0.016,0.00012,0.008,0.0,0.0002,3.28,0.163,21.65,0.15,Side Dish,Western,True,"Salad dressing, mayonnaise, regular"
171010,Mayonnaise Dressing,Fats and Oils,18.0,2.7,59.0,0.0,0.0,717.0,8.6,0.0,0.0,0.0,0.008,0.5,1.0,0.0,0.005,0.297,28.0,34.0,1.1,0.0,0.0016,568.0,0.48,0.0,79.4,0.084,0.00026,0.577,0.0,0.0,22.0,0.0247,15.3,0.12,Side Dish,Western,True,"Salad dressing, mayonnaise, soybean and safflower oil, with salt"
171018,Regular Margarine,Fats and Oils,30.0,0.9,0.0,0.0,0.0,719.0,16.7,0.0,0.0,0.0,0.001,0.0,3.0,0.0,0.023,0.084,23.0,42.0,0.9,0.037,0.0,943.0,0.0,0.01,80.5,0.8190000000000001,0.0001,0.009,0.2,0.0,3.1,0.0,15.7,0.0,Side Dish,Western,True,"Margarine, regular, hard, soybean (hydrogenated)"
171019,Italian Salad Dressing,Fats and Oils,13.0,12.12,0.0,2.6,0.019,240.0,2.948,0.067,0.0,0.0,0.0,0.26,5.0,0.031,0.131,0.0,15.0,84.0,0.41,0.0,0.002,993.0,10.77,0.02,21.12,0.002,0.0,0.064,0.4,0.0,2.19,0.056,63.4,0.07,Side Dish,Mediterranean,True,"Salad dressing, italian dressing, commercial, regular"
171020,French Salad Dressing,Fats and Oils,24.0,15.58,0.0,0.0,0.0,459.0,5.648,0.0,0.0,0.0,0.0,0.8,5.0,0.021,0.188,0.0,19.0,67.0,0.77,0.053,0.0,0.0,15.95,0.019,44.81,0.023,0.0,0.0,0.0,0.0,4.12,0.1214,36.56,0.29,Side Dish,Western,True,"Salad dressing, french dressing, commercial, regular, without salt"
171021,Light French Dressing,Fats and Oils,11.0,29.28,0.0,0.0,0.16,233.0,1.099,0.0,1.1,0.0,0.002,0.87,8.0,0.11,0.467,0.026,16.0,107.0,0.58,0.052,0.0016,30.0,28.45,0.024,13.46,0.027,0.0,0.055,0.0,0.0,2.86,0.0048,54.28,0.2,Side Dish,Western,True,"Salad dressing, french dressing, reduced fat, without salt"
171022,Italian Salad Dressing,Fats and Oils,7.0,10.43,67.0,0.0,0.0,292.0,4.474,0.0,0.0,0.0,0.0,0.63,3.0,0.017,0.0,0.0,9.0,48.0,0.38,0.021,0.002,30.0,8.32,0.013,28.37,0.002,0.0,0.06,0.0,0.0,2.61,0.056,56.4,0.13,Side Dish,Western,True,"Salad dressing, italian dressing, commercial, regular, without salt"
171023,Reduced Fat Italian Dressing,Fats and Oils,9.0,4.57,6.0,0.0,0.0,76.0,0.451,0.0,0.0,0.0,0.0,0.65,4.0,0.0,0.0,0.0,11.0,85.0,0.47,0.015,0.008,30.0,4.55,0.0,6.38,0.001,0.0,0.07,0.0,0.0,0.59,0.0125,84.68,0.19,Side Dish,Western,True,"Salad dressing, italian dressing, reduced fat, without salt"
171034,Reduced Calorie Honey Mustard Dressing,Fats and Oils,67.0,28.26,0.0,4.9,0.025,207.0,0.833,0.003,0.8,0.0,0.002,0.41,12.0,0.144,0.118,0.071,28.0,55.0,0.98,0.013,0.0068,701.0,18.33,0.07,10.0,0.001,0.0,0.02,0.4,0.0,1.46,0.0133,57.19,0.17,Side Dish,Western,True,"Salad dressing, honey mustard dressing, reduced calorie"
171037,Light Mayonnaise,Fats and Oils,13.0,9.39,33.0,0.0,0.016,333.0,3.288,0.149,0.2,0.0,0.0,0.31,2.0,0.013,0.028,0.27,27.0,63.0,1.53,0.03,0.0044,848.0,5.38,0.015,34.18,0.0,0.00017,0.015,0.0,0.0,10.41,0.0658,52.44,0.2,Side Dish,Western,True,"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light"
171038,Vegetable Oil Spread,Fats and Oils,21.0,0.86,1.0,10.2,0.0,533.0,12.086,3.664,0.0,0.0,0.001,0.0,2.0,0.0,0.016,0.0,16.0,30.0,0.17,0.026,0.0,785.0,0.0,0.007,59.81,0.8190000000000001,0.0108,3.75,0.1,0.0107,21.12,0.1013,37.58,0.0,Side Dish,Western,False,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D"
171040,Unsalted Margarine,Fats and Oils,3.0,0.7,0.0,12.4,0.0,717.0,15.189,0.0,0.0,0.0,0.001,0.06,3.0,0.0,0.023,0.0,5.0,18.0,0.16,0.037,0.0,2.0,0.0,0.01,80.71,0.8190000000000001,0.0001,0.009,0.2,0.0107,9.0,0.093,16.52,0.0,Side Dish,Western,True,"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D"
171041,Vegetable Oil Spread,Fats and Oils,21.0,0.86,1.0,10.2,0.0,542.0,12.086,0.0,0.0,0.0,0.001,0.0,2.0,0.0,0.016,0.0,16.0,30.0,0.17,0.026,0.0,2.0,0.0,0.007,59.81,0.8190000000000001,0.0108,3.75,0.1,0.0107,21.12,0.1013,37.58,0.0,Side Dish,Western,True,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D"
171043,Honey Mustard Dressing,Fats and Oils,12.0,23.33,29.0,20.7,0.018,464.0,5.0,0.0,0.4,0.0,0.005,0.29,5.0,0.066,0.061,0.115,22.0,20.0,0.87,0.023,0.005,512.0,15.84,0.039,40.83,0.012,5e-05,0.017,0.2,0.0001,3.53,0.07,32.64,0.14,Side Dish,Western,True,"Salad dressing, honey mustard, regular"
171044,Creamy Poppyseed Dressing,Fats and Oils,59.0,23.73,15.0,6.0,0.035,399.0,6.061,0.144,0.3,0.0,0.003,0.25,9.0,0.131,0.047,0.108,49.0,61.0,0.92,0.058,0.0012,933.0,23.39,0.024,33.33,0.051,8.999999999999999e-05,0.022,0.3,0.0001,2.36,0.0502,38.85,0.25,Side Dish,Western,True,"Salad dressing, poppyseed, creamy"
171045,Fat-Free Caesar Dressing,Fats and Oils,33.0,30.73,1.0,2.4,0.019,131.0,0.096,0.0,0.2,0.0,0.002,0.29,4.0,0.04,0.029,0.027,30.0,48.0,1.47,0.009,0.0022,1265.0,8.82,0.031,0.23,0.001,4e-05,0.04,0.1,0.0,0.02,0.0,64.1,0.3,Side Dish,Western,True,"Salad dressing, caesar, fat-free"
171046,Fat-Free Honey Mustard Dressing,Fats and Oils,24.0,38.43,1.0,5.5,0.04,169.0,0.349,0.0,1.2,0.0,0.009,0.36,13.0,0.115,0.151,0.074,37.0,69.0,1.07,0.021,0.0062,1004.0,17.75,0.043,1.47,0.005,2e-05,0.053,2.1,0.0,0.8,0.0003,56.17,0.29,Side Dish,Western,True,"Dressing, honey mustard, fat-free"
171048,Fried Chicken,Poultry Products,21.0,9.03,103.0,0.0,0.089,291.0,4.67,0.0,0.0,0.0,0.038,1.79,21.0,0.064,7.083,1.039,158.0,190.0,22.84,0.248,0.0203,284.0,0.0,0.113,17.53,0.181,0.00083,0.32,0.4,0.0,0.0,0.0,49.29,1.91,Main Course,Western,True,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter"
171049,Fried Chicken with Giblets,Poultry Products,17.0,3.27,112.0,0.0,0.1,272.0,4.16,0.0,0.0,0.0,0.032,1.99,25.0,0.047,8.93,1.283,194.0,237.0,28.57,0.278,0.0166,86.0,0.0,0.088,15.27,0.248,0.00111,0.42,0.5,0.0,0.0,0.0,51.88,2.36,Main Course,Generic,True,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour"
171050,Roasted Chicken,Poultry Products,15.0,0.06,107.0,73.3,0.08,234.0,3.7,0.0,0.0,0.0,0.029,1.66,23.0,0.031,7.908,1.128,182.0,212.0,26.78,0.224,0.0159,79.0,0.0,0.063,13.27,0.191,0.00094,0.38,0.5,0.0,0.33,0.0024,60.11,2.16,Main Course,Generic,True,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted"
171053,Fried Chicken Breast,Poultry Products,17.0,1.69,94.0,91.2,0.075,219.0,2.46,0.0,0.1,0.0,0.007,1.35,27.0,0.028,9.663,1.166,205.0,257.0,30.57,0.198,0.0245,91.0,0.0,0.085,9.12,0.018,0.00034,0.48,0.0,0.0001,0.46,0.0028,57.53,2.24,Main Course,Western,True,"Chicken, broilers or fryers, meat only, cooked, fried"
171058,Fried Chicken Giblets,Poultry Products,18.0,4.35,446.0,0.0,0.422,277.0,3.8,0.0,0.0,0.0,0.379,10.32,25.0,0.222,10.987,4.453,286.0,330.0,32.54,1.524,0.1042,113.0,0.0,0.097,13.46,3.5820000000000003,0.01331,0.61,8.7,0.0,0.0,0.0,47.89,6.27,Main Course,Generic,True,"Chicken, broilers or fryers, giblets, cooked, fried"
171059,Cooked Chicken Hearts,Poultry Products,19.0,0.1,242.0,0.0,0.502,185.0,2.26,0.0,0.0,0.0,0.08,9.03,20.0,0.107,2.803,2.654,199.0,132.0,26.41,0.741,0.008,48.0,0.0,0.07,7.92,0.008,0.00729,0.32,1.8,0.0,0.0,0.0,64.85,7.3,Main Course,Generic,True,"Chicken, heart, all classes, cooked, simmered"
171061,Simmered Chicken Liver,Poultry Products,11.0,0.87,563.0,290.0,0.496,167.0,2.06,0.09,0.0,0.0,0.578,11.63,25.0,0.359,11.045,6.668,405.0,263.0,24.46,1.993,0.0824,76.0,0.0,0.291,6.51,3.981,0.01685,0.755,27.9,0.0,0.82,0.0,66.81,3.98,Main Course,Generic,True,"Chicken, liver, all classes, cooked, simmered"
171063,Fried Dark Meat Chicken,Poultry Products,21.0,9.38,89.0,0.0,0.08,298.0,4.95,0.0,0.0,0.0,0.024,1.44,20.0,0.058,5.607,0.953,145.0,185.0,21.85,0.218,0.0236,295.0,0.0,0.117,18.64,0.031,0.00027,0.25,0.0,0.0,0.0,0.0,48.82,2.08,Main Course,Western,True,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, batter"
171064,Fried Dark Meat Chicken,Poultry Products,17.0,4.08,92.0,0.0,0.088,285.0,4.58,0.0,0.0,0.0,0.013,1.5,24.0,0.039,6.842,1.157,176.0,230.0,27.22,0.235,0.0205,89.0,0.0,0.095,16.91,0.031,0.0003,0.32,0.0,0.0,0.0,0.0024,50.82,2.6,Main Course,Generic,True,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, fried, flour"
171068,Fried Dark Meat Chicken,Poultry Products,18.0,2.59,96.0,0.0,0.089,239.0,3.12,0.0,0.0,0.0,0.009,1.49,25.0,0.033,7.07,1.261,187.0,253.0,28.99,0.249,0.0205,97.0,0.0,0.093,11.62,0.024,0.00033,0.37,0.0,0.0,0.0,0.0,55.7,2.91,Main Course,Western,True,"Chicken, broilers or fryers, dark meat, meat only, cooked, fried"
171074,Fried Cooked Chicken Back,Poultry Products,26.0,5.68,93.0,0.0,0.095,288.0,4.12,0.0,0.0,0.0,0.009,1.65,25.0,0.047,7.68,1.198,176.0,251.0,29.99,0.253,0.0198999999999999,99.0,0.0,0.109,15.32,0.029,0.00031,0.35,0.0,0.0,0.0,0.0,47.87,2.8,Main Course,Generic,True,"Chicken, broilers or fryers, back, meat only, cooked, fried"
171078,Fried Chicken Breast,Poultry Products,16.0,0.51,91.0,95.9,0.054,187.0,1.29,0.0,0.0,0.0,0.004,1.14,31.0,0.021,14.782,1.04,246.0,276.0,33.44,0.125,0.0262,79.0,0.0,0.079,4.71,0.007,0.00037,0.64,0.0,0.0001,0.42,0.0024,60.21,1.08,Main Course,Generic,True,"Chicken, broilers or fryers, breast, meat only, cooked, fried"
171082,Roasted Whole Turkey,Poultry Products,21.0,0.57,177.0,73.8,0.11,459.0,11.356,0.568,0.0,0.0,0.008,1.63,33.0,0.017,10.235,0.92,233.0,242.0,23.94,0.29,0.0211,116.0,0.0,0.029,39.31,0.079,0.00171,0.375,0.0,0.0014,0.15,0.0,34.91,2.14,Main Course,Generic,False,"Turkey, whole, skin (light and dark), roasted"
171089,Roasted Light Meat Turkey,Poultry Products,11.0,0.05,89.0,82.5,0.068,177.0,1.603,0.075,0.0,0.0,0.009,0.8,32.0,0.012,11.608,0.902,230.0,248.0,29.55,0.213,0.0293,101.0,0.0,0.035,5.57,0.01,0.0005,0.767,0.0,0.0004,0.07,0.0,64.79,1.76,Main Course,Generic,True,"Turkey, whole, light meat, meat and skin, cooked, roasted"
171092,Roasted Turkey,Poultry Products,33.0,0.16,91.0,67.6,0.142,244.0,4.18,0.0,0.0,0.0,0.008,2.19,22.0,0.023,3.446,1.073,189.0,260.0,26.59,0.224,0.0378,73.0,0.0,0.054,14.38,0.0,0.00034,0.3,0.0,0.0,0.59,0.0045,57.94,3.92,Main Course,Generic,True,"Turkey, all classes, back, meat and skin, cooked, roasted"
171101,Canned Turkey,Poultry Products,12.0,1.47,66.0,74.0,0.074,169.0,2.0,0.0,0.0,0.0,0.006,1.86,20.0,0.017,6.622,0.686,162.0,224.0,23.68,0.171,0.0259,518.0,0.0,0.014,6.86,0.0,0.00028,0.33,2.0,0.0003,0.27,0.0007,66.07,2.37,Main Course,Western,True,"Turkey, canned, meat only, with broth"
171102,Seasoned Diced Turkey,Poultry Products,1.0,1.0,55.0,0.0,0.063,138.0,1.75,0.0,0.0,0.0,0.005,1.8,17.0,0.013,4.8,0.589,240.0,310.0,18.7,0.11,0.0261,850.0,0.0,0.04,6.0,0.0,0.00024,0.28,0.0,0.0,0.0,0.0,71.7,2.02,Main Course,Western,True,"Turkey, diced, light and dark meat, seasoned"
171103,Breaded Turkey Sticks,Poultry Products,14.0,17.0,64.0,0.0,0.073,279.0,4.38,0.0,0.0,0.0,0.043,2.2,15.0,0.083,2.1,0.533,234.0,260.0,14.2,0.18,0.0207,838.0,0.0,0.1,16.9,0.012,0.00023,0.2,0.0,0.0,0.0,0.0,49.4,1.46,Main Course,Western,True,"Turkey sticks, breaded, battered, fried"
171110,Canned Chicken,Poultry Products,14.0,0.9,50.0,73.8,0.05,185.0,2.25,0.0,0.0,0.0,0.002,1.3,19.0,0.0,2.4,0.0,153.0,153.0,25.3,0.1,0.0184,482.0,0.0,0.0,8.1,0.053,0.001,0.19,0.0,0.0001,0.32,0.0023,64.9,2.5,Main Course,Western,True,"Chicken, canned, no broth"
171111,Barbecue Chicken Wings,Poultry Products,28.0,3.34,126.0,0.0,0.039,211.0,3.321,0.0,0.6,0.0,0.01,2.41,20.0,0.0,5.5,0.545,205.0,190.0,19.67,0.242,0.0332,615.0,2.04,0.074,12.67,0.017,0.0004,0.142,0.0,0.0,0.36,0.0,61.79,1.14,Main Course,Western,True,"Chicken, wing, frozen, glazed, barbecue flavored"
171115,Barbecue Glazed Chicken Wings,Poultry Products,28.0,3.36,136.0,0.0,0.0,242.0,3.966,0.0,0.5,0.0,0.01,1.97,21.0,0.0,6.03,0.603,233.0,218.0,22.24,0.26,0.0342,559.0,1.94,0.117,14.87,0.021,0.00055,0.183,0.0,0.0,0.44,0.0,57.25,1.3,Main Course,Western,True,"Chicken, wing, frozen, glazed, barbecue flavored, heated (conventional oven)"
171119,Boiled Chicken Feet,Poultry Products,88.0,0.2,84.0,13.3,0.102,215.0,3.92,0.0,0.0,0.0,0.086,0.91,5.0,0.0,0.4,0.0,83.0,31.0,19.4,0.2,0.0036,67.0,0.0,0.06,14.6,0.03,0.00047,0.01,0.0,0.0002,0.27,0.0002,65.8,0.69,Main Course,Western,True,"Chicken, feet, boiled"
171124,BBQ Rotisserie Chicken,Poultry Products,33.0,0.4,118.0,51.4,0.061,251.0,4.953,0.103,0.0,0.0,0.007,0.83,19.0,0.006,5.621,0.201,217.0,254.0,20.29,0.185,0.0354,509.0,0.4,0.065,18.86,0.024,0.0006,0.153,0.0,0.0001,0.26,0.0,59.41,1.51,Main Course,Western,True,"Chicken, broiler, rotisserie, BBQ, back, meat and skin"
171125,BBQ Rotisserie Chicken,Poultry Products,16.0,0.09,90.0,57.1,0.041,175.0,1.958,0.057,0.0,0.0,0.008,0.51,25.0,0.004,9.303,0.111,244.0,276.0,26.37,0.139,0.0223,329.0,0.09,0.078,7.67,0.011,0.0003,0.307,0.0,0.0,0.33,0.0,65.19,0.86,Main Course,Western,True,"Chicken, broiler, rotisserie, BBQ, breast, meat and skin"
171127,BBQ Rotisserie Chicken Thigh,Poultry Products,16.0,0.12,127.0,62.9,0.077,226.0,3.927,0.078,0.0,0.0,0.008,0.95,21.0,0.005,5.732,0.152,218.0,255.0,22.51,0.227,0.022,335.0,0.12,0.055,15.08,0.02,0.00047,0.191,0.0,0.0,0.46,0.0,61.41,1.78,Main Course,Western,True,"Chicken, broiler, rotisserie, BBQ, thigh, meat and skin"
171133,Roasted Turkey Wings,Poultry Products,14.0,0.13,115.0,77.1,0.07,235.0,3.656,0.175,0.0,0.0,0.009,1.0,24.0,0.007,8.876,0.777,192.0,215.0,28.74,0.205,0.0283999999999999,106.0,0.0,0.037,13.29,0.024,0.00136,0.59,0.0,0.0008,0.17,0.0,57.34,2.99,Main Course,Generic,True,"Turkey, retail parts, wing, meat and skin, cooked, roasted"
171137,Roasted Turkey Thigh,Poultry Products,4.0,0.41,116.0,96.8,0.089,183.0,2.96,0.138,0.0,0.0,0.008,1.5,21.0,0.006,6.446,1.133,187.0,273.0,23.95,0.297,0.0273,101.0,0.0,0.047,9.5,0.014,0.00167,0.444,0.0,0.0003,0.07,0.0,65.12,3.0,Main Course,Generic,True,"Turkey, retail parts, thigh, meat and skin, cooked, roasted"
171141,Condensed Black Bean Soup,"Soups, Sauces, and Gravies",35.0,15.42,0.0,15.5,0.3,91.0,0.34,0.0,6.8,0.0,0.066,1.5,33.0,0.5,0.41,0.16,75.0,250.0,4.83,0.039,0.0,970.0,2.49,0.042,1.32,0.022,0.0,0.07,0.2,0.0,0.36,0.0018,75.33,1.1,Main Course,Western,True,"Soup, black bean, canned, condensed"
171145,Chunky Chicken Soup,"Soups, Sauces, and Gravies",10.0,6.88,12.0,7.5,0.1,71.0,0.79,0.0,0.6,0.0,0.002,0.69,3.0,0.1,1.76,0.16,45.0,70.0,5.06,0.069,0.0025,354.0,0.87,0.034,2.64,0.027,0.0001,0.02,0.5,0.0,0.13,0.0025,84.12,0.4,Main Course,Western,True,"Soup, chicken, canned, chunky, ready-to-serve"
171150,Chili Beef Soup,"Soups, Sauces, and Gravies",33.0,18.86,10.0,21.7,0.3,117.0,1.242,0.069,2.5,0.0,0.009,1.62,19.0,0.8,0.813,0.221,113.0,400.0,5.09,0.058,0.005,788.0,5.09,0.045,2.53,0.057,0.0003,0.12,3.1,0.0,1.08,0.0032,70.86,1.56,Main Course,Western,True,"Soup, chili beef, canned, condensed"
171153,Condensed Minestrone Soup,"Soups, Sauces, and Gravies",28.0,9.17,1.0,8.9,0.1,68.0,0.44,0.0,0.8,0.0,0.04,0.75,6.0,0.3,0.77,0.28,46.0,255.0,3.48,0.036,0.0028,516.0,1.5,0.044,2.05,0.085,0.0,0.08,0.9,0.0,0.46,0.0078,82.95,0.6,Main Course,Mediterranean,True,"Soup, minestrone, canned, condensed"
171160,Condensed Tomato Beef Noodle Soup,"Soups, Sauces, and Gravies",14.0,16.87,3.0,0.0,0.1,112.0,1.27,0.0,1.2,0.0,0.021,0.89,6.0,0.2,1.49,0.15,45.0,176.0,3.55,0.071,0.004,731.0,0.0,0.067,3.42,0.021,0.00015,0.07,0.0,0.0,0.62,0.0,74.08,0.6,Main Course,Western,True,"Soup, tomato beef with noodle, canned, condensed"
171162,Chunky Beef Soup,"Soups, Sauces, and Gravies",13.0,10.08,6.0,10.2,0.1,66.0,0.554,0.0,0.6,0.0,0.006,0.97,2.0,0.1,1.127,0.18,50.0,140.0,3.97,0.063,0.0025,338.0,0.67,0.024,1.11,0.054,0.00026,0.055,2.9,0.0,0.28,0.0031,83.34,1.1,Main Course,Western,True,"Soup, chunky beef, canned, ready-to-serve"
171163,Condensed Vegetable Beef Soup,"Soups, Sauces, and Gravies",13.0,8.11,4.0,10.0,0.145,63.0,0.68,0.0,1.6,0.0,0.008,0.89,5.0,0.25,0.823,0.28,32.0,138.0,4.45,0.039,0.0022,706.0,0.89,0.029,1.51,0.155,0.00025,0.06,1.9,0.0,0.48,0.0056,83.69,1.23,Main Course,Western,True,"Soup, vegetable beef, canned, condensed"
171168,Au Jus Gravy,"Soups, Sauces, and Gravies",4.0,2.5,0.0,0.0,0.1,16.0,0.1,0.0,0.0,0.0,0.002,0.6,2.0,0.2,0.9,0.02,30.0,81.0,1.2,0.06,0.0004,478.0,0.0,0.02,0.2,0.0,0.0001,0.01,1.0,0.0,0.0,0.0,94.5,1.0,Side Dish,Western,True,"Gravy, au jus, canned"
171170,Canned Mushroom Gravy,"Soups, Sauces, and Gravies",7.0,5.47,0.0,0.0,0.1,50.0,0.4,0.0,0.4,0.0,0.012,0.66,2.0,0.3,0.671,1.1,15.0,106.0,1.26,0.063,0.0019,570.0,0.0,0.033,2.71,0.0,0.0,0.02,0.0,0.0,0.0,0.0,89.0,0.7,Side Dish,Western,True,"Gravy, mushroom, canned"
171185,Basil Pesto,"Soups, Sauces, and Gravies",202.0,5.12,0.0,0.0,0.118,496.0,8.007,0.232,1.3,0.0,0.0,0.99,43.0,0.765,0.6,0.21,149.0,205.0,6.69,0.34,0.0,897.0,1.25,0.09,49.88,0.084,0.0,0.09,0.2,0.0,13.12,0.0,35.07,1.0,Side Dish,Mediterranean,True,"Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve"
171188,Sriracha Hot Sauce,"Soups, Sauces, and Gravies",20.0,15.87,0.0,0.0,0.062,79.0,0.0,0.0,2.2,0.0,0.0,1.92,16.0,0.111,1.43,0.395,46.0,341.0,1.86,0.213,0.0004,1540.0,10.48,0.06,0.9,0.138,0.0,0.465,57.9,0.0,5.25,0.0146,76.71,0.25,Side Dish,Asian,True,"Sauce, hot chile, sriracha, TUONG OT SRIRACHA"
171191,Ready-to-Serve Cheese Sauce,"Soups, Sauces, and Gravies",184.0,6.83,29.0,0.0,0.018,174.0,6.01,0.0,0.5,0.029,0.004,0.21,9.0,0.01,0.024,0.125,157.0,30.0,6.71,0.114,0.0032,828.0,0.42,0.006,13.29,0.08,0.00014,0.017,0.4,0.0,0.0,0.0,70.5,0.98,Side Dish,Western,True,"Sauce, cheese, ready-to-serve"
171192,Ready-to-Serve Spaghetti Sauce,"Soups, Sauces, and Gravies",26.0,7.43,2.0,13.7,0.082,50.0,0.218,0.007,1.8,0.0,0.013,0.73,18.0,0.127,3.917,0.076,34.0,320.0,1.39,0.061,0.0014,437.0,4.91,0.024,1.61,0.031,0.0,0.173,2.0,0.0,2.4,0.0139,87.87,0.2,Side Dish,Western,True,"Sauce, pasta, spaghetti/marinara, ready-to-serve"
171211,Grilled Chuck Steak,Beef Products,12.0,0.4,89.0,89.2,0.11,236.0,5.963,0.882,0.0,0.0,0.006,3.27,23.0,0.017,3.575,0.86,204.0,313.0,26.1,0.24,0.0319,73.0,0.0,0.089,14.41,0.007,0.00346,0.395,0.0,0.0001,0.09,0.0016,58.12,9.66,Main Course,Western,False,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"
171240,Gjetost Cheese,Dairy and Egg Products,400.0,42.65,94.0,0.0,0.08,466.0,19.16,0.0,0.0,0.0,0.005,0.52,70.0,0.04,0.813,3.351,444.0,1409.0,9.65,1.382,0.0145,600.0,0.0,0.315,29.51,0.334,0.00242,0.271,0.0,0.0,0.0,0.0,13.44,1.14,Side Dish,Western,True,"Cheese, gjetost"
171241,Gouda Cheese,Dairy and Egg Products,700.0,2.22,114.0,15.4,0.036,356.0,17.614,0.0,0.0,0.0,0.021,0.24,29.0,0.011,0.063,0.34,546.0,121.0,24.94,0.334,0.0145,819.0,2.22,0.03,27.44,0.165,0.00154,0.08,0.0,0.0005,0.24,0.0023,41.46,3.9,Side Dish,Western,True,"Cheese, gouda"
