fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original,cuisine
170110,Cooked Red Peppers,Vegetables and Vegetable Products,9.0,6.7,0.0,5.8,0.065,28.0,0.029,0.0,1.2,0.0,0.016,0.46,10.0,0.115,0.477,0.079,18.0,166.0,0.92,0.03,0.0003,2.0,4.39,0.059,0.2,0.147,0.0,0.233,171.0,0.0,1.65,0.0050999999999999,91.87,0.12,Side Dish,Generic,True,"Peppers, sweet, red, cooked, boiled, drained, without salt",Generic
170111,Baked Potatoes,Vegetables and Vegetable Products,15.0,21.15,0.0,0.0,0.118,93.0,0.034,0.0,2.2,0.0,0.028,1.08,28.0,0.219,1.41,0.376,70.0,535.0,2.5,0.048,0.0004,10.0,1.18,0.064,0.13,0.001,0.0,0.311,9.6,0.0,0.04,0.002,74.89,0.36,Side Dish,Generic,True,"Potatoes, baked, flesh and skin, with salt",Generic
170112,Baked Potatoes,Vegetables and Vegetable Products,5.0,21.55,0.0,14.5,0.215,93.0,0.026,0.0,1.5,0.0,0.009,0.35,25.0,0.161,1.395,0.555,50.0,391.0,1.96,0.021,0.0003,241.0,1.7,0.105,0.1,0.0,0.0,0.301,12.8,0.0,0.04,0.0003,75.42,0.29,Side Dish,Generic,True,"Potatoes, baked, flesh, with salt",Generic
170113,Baked Potatoes,Vegetables and Vegetable Products,34.0,46.06,0.0,31.0,0.817,198.0,0.026,0.0,7.9,0.0,0.022,7.04,43.0,0.616,3.065,0.857,101.0,573.0,4.29,0.106,0.0007,257.0,1.4,0.122,0.1,0.001,0.0,0.614,13.5,0.0,0.04,0.0017,47.31,0.49,Side Dish,Generic,True,"Potatoes, baked, skin only, with salt",Generic
170114,Boiled Potatoes,Vegetables and Vegetable Products,5.0,20.13,0.0,13.5,0.188,87.0,0.026,0.0,2.0,0.0494,0.01,0.31,22.0,0.138,1.439,0.52,44.0,379.0,1.87,0.02,0.0003,240.0,0.91,0.106,0.1,0.0,0.0,0.299,13.0,0.0,0.05,0.0022,76.98,0.3,Side Dish,Generic,True,"Potatoes, boiled, cooked in skin, flesh, with salt",Generic
170115,Microwaved Potatoes,Vegetables and Vegetable Products,46.0,29.63,0.0,0.0,0.882,132.0,0.026,0.0,5.5,0.0,0.017,5.94,37.0,0.98,2.22,0.594,82.0,650.0,4.39,0.075,0.0005,252.0,0.0,0.071,0.1,0.0,0.0,0.492,15.3,0.0,0.0,0.0,63.5,0.51,Side Dish,Generic,True,"Potatoes, microwaved, cooked, in skin, skin with salt",Generic
170116,Cooked Frozen Potatoes,Vegetables and Vegetable Products,7.0,13.93,0.0,0.0,0.078,63.0,0.034,0.0,1.4,0.0,0.008,0.84,11.0,0.185,1.326,0.28,26.0,287.0,1.98,0.025,0.0002,256.0,0.0,0.102,0.13,0.0,0.0,0.202,9.4,0.0,0.0,0.0,82.8,0.25,Side Dish,Generic,True,"Potatoes, frozen, whole, cooked, boiled, drained, with salt",Generic
170117,Cottage-Cut French Fries,Vegetables and Vegetable Products,10.0,34.03,0.0,0.0,0.2,218.0,3.894,0.0,3.2,0.0256,0.017,1.49,22.0,0.304,2.413,0.69,65.0,480.0,3.44,0.031,0.0004,281.0,0.0,0.119,8.2,0.0,0.0,0.243,9.5,0.0,0.0,0.0,52.9,0.41,Side Dish,Generic,True,"Potatoes, frozen, french fried, par fried, cottage-cut, prepared, heated in oven, with salt",Western
170118,French Fries,Vegetables and Vegetable Products,12.0,28.71,0.0,0.0,0.135,168.0,1.029,0.0,2.6,0.0,0.0,0.74,26.0,0.21,2.218,0.522,97.0,451.0,2.66,0.031,0.0002,32.0,0.28,0.128,5.22,0.0,0.0,0.184,13.3,0.0,0.11,0.0025,61.51,0.38,Side Dish,Generic,True,"Potatoes, french fried, all types, salt not added in processing, frozen, oven-heated",Generic
170119,Cooked Pumpkin Flowers,Vegetables and Vegetable Products,37.0,3.18,0.0,13.4,0.1,15.0,0.041,0.0,0.9,0.0,0.041,0.88,25.0,0.0,0.31,0.0,34.0,106.0,1.09,0.032,0.0009,242.0,2.4,0.018,0.08,0.087,0.0,0.05,5.0,0.0,0.04,0.0,95.2,0.1,Side Dish,Generic,True,"Pumpkin, flowers, cooked, boiled, drained, with salt",Generic
170120,Boiled Pumpkin Leaves,Vegetables and Vegetable Products,43.0,3.39,0.0,0.0,0.133,21.0,0.114,0.0,2.7,0.0,0.025,3.2,38.0,0.355,0.85,0.042,79.0,438.0,2.72,0.136,0.0009,244.0,0.69,0.068,0.22,0.08,0.0,0.196,1.0,0.0,0.96,0.108,92.51,0.2,Side Dish,Generic,True,"Pumpkin leaves, cooked, boiled, drained, with salt",Generic
170121,Salted boiled purslane,Vegetables and Vegetable Products,78.0,3.55,0.0,0.0,0.114,18.0,0.0,0.0,0.0,0.0,0.009,0.77,67.0,0.307,0.46,0.036,37.0,488.0,1.49,0.09,0.0009,280.0,0.0,0.031,0.19,0.093,0.0,0.07,10.5,0.0,0.0,0.0,93.52,0.17,Side Dish,Generic,True,"Purslane, cooked, boiled, drained, with salt",Generic
170122,Cooked Oriental Radishes,Vegetables and Vegetable Products,17.0,3.43,0.0,6.8,0.101,17.0,0.073,0.0,1.6,0.0,0.017,0.15,9.0,0.033,0.15,0.114,24.0,285.0,0.67,0.023,0.0007,249.0,1.83,0.0,0.24,0.0,0.0,0.038,15.1,0.0,0.0,0.0003,95.04,0.13,Side Dish,Generic,True,"Radishes, oriental, cooked, boiled, drained, with salt",Generic
170123,Canned Spinach,Vegetables and Vegetable Products,83.0,2.92,0.0,15.2,0.116,19.0,0.06,0.0,2.2,0.0,0.058,1.58,56.0,0.493,0.271,0.038,32.0,230.0,2.11,0.106,0.0012,75.0,0.33,0.018,0.37,0.404,0.0,0.08,13.5,0.0,1.6,0.3808,93.22,0.42,Side Dish,Generic,True,"Spinach, canned, no salt added, solids and liquids",Generic
170124,Cooked Frozen Spinach,Vegetables and Vegetable Products,153.0,4.8,0.0,24.8,0.161,34.0,0.036,0.0,3.7,0.0,0.121,1.96,82.0,0.717,0.439,0.075,50.0,302.0,4.01,0.176,0.0055,322.0,0.51,0.078,0.87,0.603,0.0,0.136,2.2,0.0,3.54,0.5407000000000001,88.94,0.49,Side Dish,Generic,True,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",Generic
170125,Boiled Summer Squash,Vegetables and Vegetable Products,27.0,4.31,0.0,7.9,0.103,20.0,0.064,0.0,1.4,0.0,0.02,0.36,24.0,0.213,0.513,0.137,39.0,192.0,0.91,0.041,0.0002,237.0,2.59,0.044,0.31,0.011,0.0,0.065,5.5,0.0,0.14,0.0035,93.7,0.39,Side Dish,Generic,True,"Squash, summer, all varieties, cooked, boiled, drained, with salt",Generic
170126,Cooked Summer Squash,Vegetables and Vegetable Products,22.0,3.79,0.0,7.9,0.065,19.0,0.064,0.0,1.1,0.0,0.023,0.37,16.0,0.157,0.507,0.323,29.0,177.0,1.04,0.025,0.0002,237.0,2.48,0.043,0.39,0.056,0.0,0.078,11.6,0.0,0.12,0.0044,94.25,0.22,Side Dish,Generic,True,"Squash, summer, crookneck and straightneck, cooked, boiled, drained, with salt",Generic
170127,Baked Winter Squash with Salt,Vegetables and Vegetable Products,22.0,8.85,0.0,10.6,0.082,37.0,0.072,0.0,2.8,0.0,0.02,0.44,13.0,0.187,0.495,0.234,19.0,241.0,0.89,0.067,0.0004,237.0,3.3,0.016,0.35,0.261,0.0,0.161,1.8,0.0,0.12,0.0044,89.21,0.22,Side Dish,Generic,True,"Squash, winter, all varieties, cooked, baked, with salt",Generic
170128,Baked Acorn Squash,Vegetables and Vegetable Products,44.0,14.58,0.0,0.0,0.086,56.0,0.029,0.0,4.4,0.0,0.019,0.93,43.0,0.242,0.881,0.504,45.0,437.0,1.12,0.013,0.0007,240.0,0.0,0.167,0.14,0.021,0.0,0.194,10.8,0.0,0.0,0.0,82.9,0.17,Side Dish,Generic,True,"Squash, winter, acorn, cooked, baked, with salt",Generic
170129,Mashed Acorn Squash,Vegetables and Vegetable Products,26.0,8.79,0.0,0.0,0.052,34.0,0.017,0.0,2.6,0.0,0.011,0.56,26.0,0.146,0.531,0.303,27.0,263.0,0.67,0.008,0.0004,239.0,0.0,0.1,0.08,0.013,0.0,0.117,6.5,0.0,0.0,0.0,89.7,0.11,Side Dish,Generic,True,"Squash, winter, acorn, cooked, boiled, mashed, with salt",Generic
170130,Baked Butternut Squash,Vegetables and Vegetable Products,41.0,10.49,0.0,0.0,0.065,40.0,0.019,0.0,3.2,0.0,0.019,0.6,29.0,0.172,0.969,0.359,27.0,284.0,0.9,0.017,0.0005,240.0,1.97,0.072,0.09,0.558,0.0,0.124,15.1,0.0,1.29,0.001,87.8,0.13,Side Dish,Generic,True,"Squash, winter, butternut, cooked, baked, with salt",Generic
170131,Frozen Succotash,Vegetables and Vegetable Products,15.0,19.95,0.0,29.1,0.06,93.0,0.166,0.0,4.1,0.0,0.033,0.89,23.0,0.28,1.306,0.232,70.0,265.0,4.31,0.068,0.0006,281.0,2.21,0.074,0.89,0.01,0.0,0.095,5.9,0.0,0.18,0.0027,74.1,0.45,Side Dish,Generic,True,"Succotash, (corn and limas), frozen, cooked, boiled, drained, with salt",Generic
170132,Cooked Water Convolvulus,Vegetables and Vegetable Products,54.0,3.7,0.0,0.0,0.021,20.0,0.0,0.0,1.9,0.0,0.035,1.32,30.0,0.143,0.5,0.126,42.0,284.0,2.08,0.08,0.0009,358.0,0.0,0.05,0.24,0.26,0.0,0.081,16.0,0.0,0.0,0.0,92.93,0.16,Side Dish,Generic,True,"Water convolvulus, cooked, boiled, drained, with salt",Asian
170133,Steamed Sweet Potato Leaves,Vegetables and Vegetable Products,33.0,7.38,0.0,21.0,0.033,35.0,0.065,0.0,1.9,0.0,0.049,0.63,48.0,0.229,1.003,0.2,40.0,312.0,2.18,0.267,0.0009,249.0,5.48,0.112,0.34,0.147,0.0,0.16,1.5,0.0,0.96,0.1086,89.2,0.26,Side Dish,Generic,True,"Sweet potato leaves, cooked, steamed, with salt",Generic
170134,Baked Sweet Potato,Vegetables and Vegetable Products,38.0,20.71,0.0,13.1,0.161,90.0,0.052,0.0,3.3,0.0,0.006,0.69,27.0,0.497,1.487,0.884,54.0,475.0,2.01,0.106,0.0002,246.0,6.48,0.107,0.15,0.0,0.0,0.286,19.6,0.0,0.71,0.0023,75.78,0.32,Side Dish,Generic,True,"Sweet potato, cooked, baked in skin, flesh, with salt",Generic
170135,Cooked Taro Shoots,Vegetables and Vegetable Products,14.0,3.19,0.0,0.0,0.094,14.0,0.016,0.0,0.0,0.0,0.003,0.41,8.0,0.13,0.81,0.076,26.0,344.0,0.73,0.053,0.001,238.0,0.0,0.038,0.08,0.003,0.0,0.112,18.9,0.0,0.0,0.0,95.3,0.54,Side Dish,Generic,True,"Taro, shoots, cooked, with salt",Asian
170136,Salted Taro,Vegetables and Vegetable Products,149.0,6.85,0.0,0.0,0.076,44.0,0.139,0.0,0.0,0.0,0.007,1.56,51.0,0.168,0.48,0.126,67.0,623.0,4.16,0.198,0.0008,290.0,0.0,0.044,0.68,0.088,0.0,0.117,38.0,0.0,0.0,0.0,86.46,0.1,Side Dish,Generic,True,"Taro, tahitian, cooked, with salt",Generic
170137,Cooked Red Tomatoes with Salt,Vegetables and Vegetable Products,11.0,4.01,0.0,0.0,0.075,18.0,0.015,0.0,0.7,0.0,0.013,0.68,9.0,0.105,0.532,0.129,28.0,218.0,0.95,0.022,0.0,247.0,2.49,0.036,0.11,0.024,0.0,0.079,22.8,0.0,0.56,0.0028,94.34,0.14,Side Dish,Generic,True,"Tomatoes, red, ripe, cooked, with salt",Generic
170139,Turnip Greens,Vegetables and Vegetable Products,137.0,4.36,0.0,0.0,0.253,20.0,0.053,0.0,3.5,0.0,0.118,0.8,22.0,0.337,0.411,0.274,29.0,203.0,1.14,0.072,0.0009,265.0,0.53,0.045,0.23,0.381,0.0,0.18,27.4,0.0,1.88,0.3676,93.2,0.14,Side Dish,Generic,True,"Turnip greens, cooked, boiled, drained, with salt",Generic
170140,Turnip Greens,Vegetables and Vegetable Products,152.0,4.98,0.0,0.5,0.15,29.0,0.099,0.0,3.4,0.0,0.039,1.94,26.0,0.475,0.468,0.069,34.0,224.0,3.35,0.074,0.0012,251.0,0.75,0.054,0.42,0.538,0.0,0.067,21.8,0.0,2.66,0.5189,90.4,0.41,Side Dish,Generic,True,"Turnip greens, frozen, cooked, boiled, drained, with salt",Generic
170141,Cooked Turnip Greens,Vegetables and Vegetable Products,128.0,4.74,0.0,2.1,0.133,34.0,0.085,0.0,3.1,0.0,0.033,1.75,24.0,0.4,0.486,0.083,32.0,216.0,2.99,0.065,0.0011,255.0,0.95,0.05,0.38,0.431,0.0,0.067,18.2,0.0,2.13,0.4151,91.04,0.37,Side Dish,Generic,True,"Turnip greens and turnips, frozen, cooked, boiled, drained, with salt",Generic
170142,Mixed Vegetables,Vegetables and Vegetable Products,25.0,13.09,0.0,24.1,0.083,60.0,0.031,0.0,4.4,0.0,0.019,0.82,22.0,0.379,0.851,0.151,51.0,169.0,2.86,0.12,0.0003,271.0,3.12,0.071,0.15,0.214,0.0,0.074,3.2,0.0,0.38,0.0235,83.23,0.49,Side Dish,Generic,True,"Vegetables, mixed, frozen, cooked, boiled, drained, with salt",Generic
170143,Raw Portabella Mushrooms,Vegetables and Vegetable Products,3.0,3.87,0.0,21.2,0.286,22.0,0.06,0.004,1.3,0.0,0.028,0.31,10.0,0.069,4.494,1.14,108.0,364.0,2.11,0.13,0.0186,9.0,2.5,0.059,0.35,0.0,5e-05,0.148,0.0,0.0283999999999999,0.02,0.0,92.82,0.53,Side Dish,Generic,True,"Mushrooms, portabella, exposed to ultraviolet light, raw",Generic
170148,Hulled Hemp Seeds,Nut and Seed Products,70.0,8.67,0.0,0.0,1.6,553.0,4.6,0.0,4.0,0.0,0.11,7.95,700.0,7.6,9.2,0.0,1650.0,1200.0,31.56,0.285,0.0,5.0,1.5,1.275,48.75,0.001,0.0,0.6,0.5,0.0,0.8,0.0,4.96,9.9,Snack,Generic,True,"Seeds, hemp seed, hulled",Generic
170149,Dried Lotus Seeds,Nut and Seed Products,163.0,64.47,0.0,0.0,0.35,332.0,0.33,0.0,0.0,0.0,0.104,3.53,210.0,2.318,1.6,0.851,626.0,1368.0,15.41,0.15,0.0,5.0,0.0,0.64,1.97,0.003,0.0,0.629,0.0,0.0,0.0,0.0,14.16,1.05,Snack,Generic,True,"Seeds, lotus seeds, dried",Asian
170150,Sesame Seeds,Nut and Seed Products,975.0,23.45,0.0,25.6,4.082,573.0,6.957,0.0,11.8,0.0,0.097,14.55,351.0,2.46,4.515,0.05,629.0,468.0,17.73,0.247,0.0344,11.0,0.3,0.791,49.67,0.0,0.0,0.79,0.0,0.0,0.25,0.0,4.69,7.75,Snack,Generic,True,"Seeds, sesame seeds, whole, dried",Generic
170151,Roasted Sesame Seeds,Nut and Seed Products,989.0,25.74,0.0,0.0,2.47,565.0,6.722,0.0,14.0,0.0,0.098,14.76,356.0,2.496,4.581,0.051,638.0,475.0,16.96,0.251,0.0344,11.0,0.0,0.803,48.0,0.0,0.0,0.802,0.0,0.0,0.0,0.0,3.3,7.16,Snack,Generic,True,"Seeds, sesame seeds, whole, roasted and toasted",Generic
170152,Toasted Sesame Seeds,Nut and Seed Products,131.0,26.04,0.0,25.6,1.457,567.0,6.722,0.0,16.9,0.0,0.096,7.78,346.0,1.427,5.438,0.68,774.0,406.0,16.96,0.466,0.0344,39.0,0.48,1.205,48.0,0.003,0.0,0.146,0.0,0.0,0.25,0.0,5.0,10.23,Snack,Generic,True,"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",Generic
170154,Toasted Sunflower Seeds,Nut and Seed Products,57.0,20.59,0.0,0.0,1.834,619.0,5.953,0.0,11.5,0.0,0.238,6.81,129.0,2.114,4.198,7.056,1158.0,491.0,17.21,0.285,0.0,3.0,0.0,0.325,56.8,0.0,0.0,0.805,1.4,0.0,0.0,0.0,1.0,5.3,Snack,Generic,True,"Seeds, sunflower seed kernels, toasted, without salt",Generic
170155,Sunflower Seed Butter,Nut and Seed Products,64.0,23.32,0.0,0.0,1.597,617.0,4.678,0.027,5.7,0.0,0.237,4.12,311.0,2.073,6.747,1.167,666.0,576.0,17.28,0.163,0.1044,3.0,10.54,0.053,55.2,0.0,0.0,0.55,2.7,0.0,22.89,0.0,0.62,4.89,Snack,Generic,True,"Seeds, sunflower seed butter, without salt",Generic
170158,Dry Roasted Almonds,Nut and Seed Products,268.0,21.01,0.0,52.1,1.099,598.0,4.092,0.007,10.9,0.0,0.055,3.73,279.0,2.232,3.637,0.321,471.0,713.0,20.96,1.197,0.002,3.0,4.86,0.077,52.54,0.0,0.0,0.136,0.0,0.0,23.9,0.0,2.41,3.31,Snack,Generic,True,"Nuts, almonds, dry roasted, without salt added",Generic
170159,Oil Roasted Almonds,Nut and Seed Products,291.0,17.68,0.0,52.1,0.955,607.0,4.208,0.0,10.5,0.0,0.027,3.68,274.0,2.46,3.665,0.229,466.0,699.0,21.23,0.781,0.0040999999999999,1.0,4.55,0.092,55.17,0.0,0.0,0.118,0.0,0.0,25.97,0.0,2.8,3.07,Snack,Generic,True,"Nuts, almonds, oil roasted, without salt added",Generic
170160,Almond Paste,Nut and Seed Products,172.0,47.81,0.0,28.5,0.454,458.0,2.629,0.0,4.8,0.0,0.073,1.6,130.0,0.856,1.422,0.113,258.0,314.0,9.0,0.414,0.0042,9.0,36.25,0.082,27.74,0.0,0.0,0.036,0.1,0.0,13.54,0.0,14.08,1.48,Snack,Generic,True,"Nuts, almond paste",Generic
170162,Raw Cashews,Nut and Seed Products,37.0,30.19,0.0,0.0,2.195,553.0,7.783,0.0,3.3,0.0,0.025,6.68,292.0,1.655,1.062,0.864,593.0,660.0,18.22,0.058,0.0198999999999999,12.0,5.91,0.423,43.85,0.0,0.0,0.417,0.5,0.0,0.9,0.0341,5.2,5.78,Snack,Generic,True,"Nuts, cashew nuts, raw",Generic
170163,Plain Cashew Butter,Nut and Seed Products,43.0,27.57,0.0,0.0,2.19,587.0,9.763,0.0,2.0,0.0,0.068,5.03,258.0,0.815,1.599,1.201,457.0,546.0,17.56,0.187,0.0115,15.0,0.0,0.312,49.41,0.0,0.0,0.252,0.0,0.0,0.0,0.0,2.96,5.16,Snack,Generic,True,"Nuts, cashew butter, plain, without salt added",Generic
170165,Dried Chinese Chestnuts,Nut and Seed Products,29.0,79.76,0.0,0.0,0.59,363.0,0.266,0.0,0.0,0.0,0.11,2.29,137.0,2.601,1.3,0.902,155.0,726.0,6.82,0.293,0.0,5.0,0.0,0.26,1.81,0.016,0.0,0.666,58.5,0.0,0.0,0.0,8.9,1.41,Snack,Generic,True,"Nuts, chestnuts, chinese, dried",Asian
170166,Boiled Chinese Chestnuts,Nut and Seed Products,12.0,33.64,0.0,0.0,0.249,153.0,0.112,0.0,0.0,0.0,0.046,0.97,58.0,1.097,0.548,0.381,66.0,306.0,2.88,0.123,0.0,2.0,0.0,0.11,0.76,0.007,0.0,0.281,24.7,0.0,0.0,0.0,61.57,0.6,Snack,Generic,True,"Nuts, chestnuts, chinese, boiled and steamed",Asian
170167,Dried European Chestnuts,Nut and Seed Products,64.0,78.43,0.0,0.0,0.653,369.0,0.736,0.0,0.0,0.0,0.11,2.39,74.0,1.183,0.854,0.901,137.0,991.0,5.01,0.054,0.0,37.0,0.0,0.354,3.91,0.0,0.0,0.666,15.1,0.0,0.0,0.0,9.0,0.35,Snack,Generic,True,"Nuts, chestnuts, european, dried, peeled",Generic
170168,Boiled European Chestnuts,Nut and Seed Products,46.0,27.76,0.0,0.0,0.472,131.0,0.26,0.0,0.0,0.0,0.038,1.73,54.0,0.854,0.731,0.316,99.0,715.0,2.0,0.104,0.0,27.0,0.0,0.148,1.38,0.001,0.0,0.233,26.7,0.0,0.0,0.0,68.15,0.25,Snack,Generic,True,"Nuts, chestnuts, european, boiled and steamed",Generic
170169,Raw Coconut Meat,Nut and Seed Products,14.0,15.23,0.0,12.1,0.435,354.0,29.698,0.0,9.0,0.0,0.026,2.43,32.0,1.5,0.54,0.3,113.0,356.0,3.33,0.02,0.0101,20.0,6.23,0.066,33.49,0.0,0.0,0.054,3.3,0.0,0.24,0.0002,46.99,1.1,Snack,Generic,True,"Nuts, coconut meat, raw",Generic
170170,Unsweetened Dried Coconut,Nut and Seed Products,26.0,23.65,0.0,22.1,0.796,660.0,57.218,0.0,16.3,0.0,0.009,3.32,90.0,2.745,0.603,0.8,206.0,543.0,6.88,0.1,0.0185,37.0,7.35,0.06,64.53,0.0,0.0,0.3,1.5,0.0,0.44,0.0003,3.0,2.01,Snack,Generic,True,"Nuts, coconut meat, dried (desiccated), not sweetened",Generic
170172,Raw Coconut Milk,Nut and Seed Products,16.0,5.54,0.0,8.5,0.266,230.0,21.14,0.0,2.2,0.0,0.016,1.64,37.0,0.916,0.76,0.183,100.0,263.0,2.29,0.0,0.0062,15.0,3.34,0.026,23.84,0.0,0.0,0.033,2.8,0.0,0.15,0.0001,67.62,0.67,Drink,Generic,True,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",Generic
170173,Coconut Milk,Nut and Seed Products,18.0,2.81,0.0,8.5,0.223,197.0,18.915,0.0,0.0,0.0,0.014,3.3,46.0,0.768,0.637,0.153,96.0,220.0,2.02,0.0,0.0,13.0,0.0,0.022,21.33,0.0,0.0,0.028,1.0,0.0,0.0,0.0,72.88,0.56,Drink,Generic,True,"Nuts, coconut milk, canned (liquid expressed from grated meat and water)",Generic
170178,Raw Macadamia Nuts,Nut and Seed Products,85.0,13.82,0.0,0.0,0.756,718.0,12.061,0.0,8.6,0.0,0.011,3.69,130.0,4.131,2.473,0.758,188.0,368.0,7.91,0.162,0.0036,5.0,4.57,1.195,75.77,0.0,0.0,0.275,1.2,0.0,0.54,0.0,1.36,1.3,Snack,Generic,True,"Nuts, macadamia nuts, raw",Generic
170179,Dry Roasted Macadamia Nuts,Nut and Seed Products,70.0,13.38,0.0,44.6,0.57,718.0,11.947,0.0,8.0,0.0,0.01,2.65,118.0,3.036,2.274,0.603,198.0,363.0,7.79,0.087,0.0117,4.0,4.14,0.71,76.08,0.0,0.0,0.359,0.7,0.0,0.57,0.0,1.61,1.29,Snack,Generic,True,"Nuts, macadamia nuts, dry roasted, without salt added",Generic
170180,Salted Wheat Nuts,Nut and Seed Products,26.0,23.68,0.0,0.0,0.18,622.0,8.701,0.0,5.2,0.0,0.142,2.4,58.0,7.919,1.5,0.31,371.0,318.0,13.82,0.3,0.0,505.0,0.0,0.3,57.7,0.0,0.0,0.394,0.1,0.0,0.0,0.0,2.5,2.94,Snack,Generic,True,"Nuts, formulated, wheat-based, unflavored, with salt added",Generic
170182,Pecans,Nut and Seed Products,70.0,13.86,0.0,40.5,1.2,691.0,6.18,0.0,9.6,0.01,0.022,2.53,121.0,4.5,1.167,0.863,277.0,410.0,9.17,0.13,0.0038,0.0,3.97,0.66,71.97,0.003,0.0,0.21,1.1,0.0,1.4,0.0035,3.52,4.53,Snack,Generic,True,"Nuts, pecans",Generic
170183,Dry Roasted Pecans,Nut and Seed Products,72.0,13.55,0.0,0.0,1.167,710.0,6.283,0.0,9.4,0.0,0.016,2.8,132.0,3.933,1.167,0.703,293.0,424.0,9.5,0.107,0.004,1.0,4.06,0.45,74.27,0.007,0.0,0.187,0.7,0.0,1.3,0.0,1.12,5.07,Snack,Generic,True,"Nuts, pecans, dry roasted, without salt added",Generic
170184,Raw Pistachios,Nut and Seed Products,105.0,27.17,0.0,0.0,1.3,560.0,5.907,0.0,10.6,0.0034,0.051,3.92,121.0,1.2,1.3,0.52,490.0,1025.0,20.16,0.16,0.007,1.0,7.66,0.87,45.32,0.026,0.0,1.7,5.6,0.0,2.86,0.0,4.37,2.2,Snack,Generic,True,"Nuts, pistachio nuts, raw",Generic
170185,Dry Roasted Pistachios,Nut and Seed Products,107.0,28.28,0.0,71.4,1.293,572.0,5.645,0.0,10.3,0.0,0.051,4.03,109.0,1.243,1.373,0.513,469.0,1007.0,21.05,0.234,0.01,6.0,7.74,0.695,45.82,0.013,0.0,1.122,3.0,0.0,2.17,0.0132,1.85,2.34,Snack,Generic,True,"Nuts, pistachio nuts, dry roasted, without salt added",Generic
170186,Dried Black Walnuts,Nut and Seed Products,61.0,9.58,0.0,32.1,1.36,619.0,3.483,0.0,6.8,0.0,0.031,3.12,201.0,3.896,0.47,1.66,513.0,523.0,24.06,0.13,0.017,2.0,1.1,0.057,59.33,0.002,0.0,0.583,1.7,0.0,2.08,0.0027,4.56,3.37,Snack,Generic,True,"Nuts, walnuts, black, dried",Generic
170187,English Walnuts,Nut and Seed Products,98.0,13.71,0.0,39.2,1.586,654.0,6.126,0.0,6.7,0.0,0.098,2.91,158.0,3.414,1.125,0.57,346.0,441.0,15.23,0.15,0.0049,2.0,2.61,0.341,65.21,0.001,0.0,0.537,1.3,0.0,0.7,0.0027,4.07,3.09,Snack,Generic,True,"Nuts, walnuts, english",Generic
170188,Roasted Pumpkin Seeds,Nut and Seed Products,55.0,53.75,0.0,0.0,0.69,446.0,3.67,0.0,18.4,0.0,0.009,3.31,262.0,0.496,0.286,0.056,92.0,919.0,18.55,0.052,0.0,18.0,0.0,0.034,19.4,0.003,0.0,0.037,0.3,0.0,0.0,0.0,4.5,10.3,Snack,Generic,True,"Seeds, pumpkin and squash seeds, whole, roasted, without salt",Generic
170189,Tahini,Nut and Seed Products,426.0,21.19,0.0,25.8,1.61,595.0,7.529,0.0,9.3,0.0,0.098,8.95,95.0,1.456,5.45,0.693,732.0,414.0,17.0,0.473,0.0344,115.0,0.49,1.22,53.76,0.003,0.0,0.149,0.0,0.0,0.25,0.0,3.05,4.62,Snack,Generic,True,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",Mediterranean
170190,Roasted European Chestnuts,Nut and Seed Products,29.0,52.96,0.0,1.5,0.507,245.0,0.414,0.0,5.1,0.0,0.07,0.91,33.0,1.18,1.342,0.554,107.0,592.0,3.17,0.175,0.0012,2.0,10.6,0.243,2.2,0.001,0.0,0.497,26.0,0.0,0.5,0.0078,40.48,0.57,Snack,Generic,True,"Nuts, chestnuts, european, roasted",Generic
170191,Sesame Butter,Nut and Seed Products,960.0,24.05,0.0,0.0,4.214,586.0,7.124,0.0,5.5,0.0,0.1,19.2,362.0,2.54,6.7,0.052,659.0,582.0,18.08,0.2,0.0355,12.0,0.0,0.24,50.87,0.003,0.0,0.816,0.0,0.0,0.0,0.0,1.6,7.29,Snack,Generic,True,"Seeds, sesame butter, paste",Generic
170201,Grilled Chuck Steak,Beef Products,12.0,0.28,89.0,90.5,0.111,228.0,5.565,0.813,0.0,0.0,0.006,3.32,23.0,0.017,3.6,0.87,207.0,318.0,26.49,0.243,0.0322999999999999,73.0,0.0,0.09,13.42,0.001,0.0035,0.399,0.0,0.0001,0.09,0.0016,58.83,9.85,Main Course,Generic,False,"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Western
